Age,Income,Transaction_Amount,Gender_Male
0.8001036800328867,1.0126354351439857,-0.07226448949351469,1
-1.0891491510040767,-2.109778287866391,-0.07038538431340678,0
1.8213214265393536,1.1906306691707111,-0.07085946693390886,1
1.2596516659607968,1.4263300059367132,-0.0700509917731333,1
-0.7827838270521368,-0.2835300001476775,-0.0681725878258798,1
-0.6296011650761667,-2.6135528799559284,-0.06823197771239635,0
-1.7018797989079568,-0.34340692287359303,-0.07086243588300188,0
-0.7317229397268135,-0.04252713156864401,-0.07361308467662261,0
0.85116456735821,-1.0008965790545454,-0.07101794009654387,0
-1.7529406862332801,-0.49925896503060657,-0.06988317480379866,0
-0.3232358411242267,1.5719929112417472,-0.07018890709219616,1
0.08525125747835997,0.6957945469461997,-0.0695981884545493,0
-1.7529406862332801,-0.9137756646419333,-0.07273740767753002,0
1.4128343279367668,-1.5953127023885023,-0.06962849735172597,0
1.2085907786354735,-0.30868047587359837,-0.07255700727503174,1
-0.7827838270521368,-0.19368540652289426,-0.06897201251079077,1
-0.1700531791482567,0.5249351491584008,-0.0715694222843476,1
1.1064690039848268,-0.5196111718358755,-0.06922850171358122,1
-0.7317229397268135,0.5404288162892072,-0.07340791534484713,1
-0.016870517172286697,1.9820673150920511,-0.07113526004184467,0
1.1575298913101502,0.8482705016651743,-0.06925918878707776,1
0.28949480677965334,-0.0262281524380269,-0.07227785208637755,0
1.2085907786354735,-0.1629962597663417,-0.06868942198308893,0
-1.0891491510040767,-0.3387109136947234,-0.06972796143422189,1
1.3107125532861201,1.2180229492828107,-0.07000079768075532,0
1.3107125532861201,-0.6127700358008483,-0.0714781280489987,1
0.5447992434062701,0.06826179942050827,-0.07066436207788954,0
1.3107125532861201,0.07431247274663433,-0.06993900872613397,0
0.7490427927075634,-0.48565505914069135,-0.0707274251762703,0
0.9532863420088568,-1.3673351246251118,-0.06930161990789106,1
1.4128343279367668,0.3495222387766784,-0.07097215089201626,1
-1.7018797989079568,-0.03930676901971718,-0.07243313577620926,0
0.7490427927075634,0.5290274819300039,-0.07235952206202759,1
-1.4976362496066635,-0.517873083545653,-0.0736734529033792,1
-0.7827838270521368,1.2587109064458741,-0.07181013743935144,1
0.1363121448036833,-0.8653816295221227,-0.06898215338338429,1
-0.9359664890281068,1.756135118552151,-0.06869651994875607,1
-1.6508189115826335,-1.7472453597158935,-0.07243190877363413,0
1.2085907786354735,0.46273003507954763,-0.06765561957408453,0
-1.1402100383294,0.5039042902824773,-0.07053840879394446,0
-1.3955144749560169,-0.7831389621467504,-0.06792117870922279,0
0.85116456735821,0.4522228340106398,-0.0692482624513133,1
-1.7529406862332801,1.3181497603490904,-0.0691493490197217,0
1.2085907786354735,-2.2223545424386186,-0.07317320940636769,1
1.77026053921403,0.5315634555405533,-0.072321281872288,0
-0.016870517172286697,-2.5022987485137715,-0.0736544439657785,1
-1.4465753622813402,-0.9553955501325249,-0.06918915760863233,0
-0.016870517172286697,1.6722143110049508,-0.07153564331615009,0
